---,MaxStructure,MaxArmor
DV-6M,"(Head=1500.000000,CenterTorso=3600.000000,LeftTorso=2600.000000,RightTorso=2600.000000,LeftArm=1800.000000,RightArm=1800.000000,LeftLeg=2600.000000,RightLeg=2600.000000)","(Head=3000.000000,CenterTorso=7200.000000,LeftTorso=5200.000000,RightTorso=5200.000000,LeftArm=3600.000000,RightArm=3600.000000,LeftLeg=5200.000000,RightLeg=5200.000000)"
DV-7D,"(Head=1500.000000,CenterTorso=3600.000000,LeftTorso=2600.000000,RightTorso=2600.000000,LeftArm=1800.000000,RightArm=1800.000000,LeftLeg=2600.000000,RightLeg=2600.000000)","(Head=3000.000000,CenterTorso=7200.000000,LeftTorso=5200.000000,RightTorso=5200.000000,LeftArm=3600.000000,RightArm=3600.000000,LeftLeg=5200.000000,RightLeg=5200.000000)"
DV-FR,"(Head=1500.000000,CenterTorso=3600.000000,LeftTorso=2600.000000,RightTorso=2600.000000,LeftArm=1800.000000,RightArm=1800.000000,LeftLeg=2600.000000,RightLeg=2600.000000)","(Head=3000.000000,CenterTorso=7200.000000,LeftTorso=5200.000000,RightTorso=5200.000000,LeftArm=3600.000000,RightArm=3600.000000,LeftLeg=5200.000000,RightLeg=5200.000000)"
ENF-4P,"(Head=1500.000000,CenterTorso=3200.000000,LeftTorso=2400.000000,RightTorso=2400.000000,LeftArm=1600.000000,RightArm=1600.000000,LeftLeg=2400.000000,RightLeg=2400.000000)","(Head=3000.000000,CenterTorso=6400.000000,LeftTorso=4800.000000,RightTorso=4800.000000,LeftArm=3200.000000,RightArm=3200.000000,LeftLeg=4800.000000,RightLeg=4800.000000)"
ENF-4R,"(Head=1500.000000,CenterTorso=3200.000000,LeftTorso=2400.000000,RightTorso=2400.000000,LeftArm=1600.000000,RightArm=1600.000000,LeftLeg=2400.000000,RightLeg=2400.000000)","(Head=3000.000000,CenterTorso=6400.000000,LeftTorso=4800.000000,RightTorso=4800.000000,LeftArm=3200.000000,RightArm=3200.000000,LeftLeg=4800.000000,RightLeg=4800.000000)"
ENF-5P,"(Head=1500.000000,CenterTorso=3200.000000,LeftTorso=2400.000000,RightTorso=2400.000000,LeftArm=1600.000000,RightArm=1600.000000,LeftLeg=2400.000000,RightLeg=2400.000000)","(Head=3000.000000,CenterTorso=6400.000000,LeftTorso=4800.000000,RightTorso=4800.000000,LeftArm=3200.000000,RightArm=3200.000000,LeftLeg=4800.000000,RightLeg=4800.000000)"
ENF-GH,"(Head=1500.000000,CenterTorso=3200.000000,LeftTorso=2400.000000,RightTorso=2400.000000,LeftArm=1600.000000,RightArm=1600.000000,LeftLeg=2400.000000,RightLeg=2400.000000)","(Head=3000.000000,CenterTorso=6400.000000,LeftTorso=4800.000000,RightTorso=4800.000000,LeftArm=3200.000000,RightArm=3200.000000,LeftLeg=4800.000000,RightLeg=4800.000000)"
FLE-15,"(Head=1500.000000,CenterTorso=1200.000000,LeftTorso=1000.000000,RightTorso=1000.000000,LeftArm=600.000000,RightArm=600.000000,LeftLeg=800.000000,RightLeg=800.000000)","(Head=3000.000000,CenterTorso=2400.000000,LeftTorso=2000.000000,RightTorso=2000.000000,LeftArm=1200.000000,RightArm=1200.000000,LeftLeg=1600.000000,RightLeg=1600.000000)"
FLE-17,"(Head=1500.000000,CenterTorso=1200.000000,LeftTorso=1000.000000,RightTorso=1000.000000,LeftArm=600.000000,RightArm=600.000000,LeftLeg=800.000000,RightLeg=800.000000)","(Head=3000.000000,CenterTorso=2400.000000,LeftTorso=2000.000000,RightTorso=2000.000000,LeftArm=1200.000000,RightArm=1200.000000,LeftLeg=1600.000000,RightLeg=1600.000000)"
FS9-A,"(Head=1500.000000,CenterTorso=2200.000000,LeftTorso=1600.000000,RightTorso=1600.000000,LeftArm=1200.000000,RightArm=1200.000000,LeftLeg=1600.000000,RightLeg=1600.000000)","(Head=3000.000000,CenterTorso=4400.000000,LeftTorso=3200.000000,RightTorso=3200.000000,LeftArm=2400.000000,RightArm=2400.000000,LeftLeg=3200.000000,RightLeg=3200.000000)"
FS9-E,"(Head=1500.000000,CenterTorso=2200.000000,LeftTorso=1600.000000,RightTorso=1600.000000,LeftArm=1200.000000,RightArm=1200.000000,LeftLeg=1600.000000,RightLeg=1600.000000)","(Head=3000.000000,CenterTorso=4400.000000,LeftTorso=3200.000000,RightTorso=3200.000000,LeftArm=2400.000000,RightArm=2400.000000,LeftLeg=3200.000000,RightLeg=3200.000000)"
FS9-FS,"(Head=1500.000000,CenterTorso=2200.000000,LeftTorso=1600.000000,RightTorso=1600.000000,LeftArm=1200.000000,RightArm=1200.000000,LeftLeg=1600.000000,RightLeg=1600.000000)","(Head=3000.000000,CenterTorso=4400.000000,LeftTorso=3200.000000,RightTorso=3200.000000,LeftArm=2400.000000,RightArm=2400.000000,LeftLeg=3200.000000,RightLeg=3200.000000)"
FS9-H,"(Head=1500.000000,CenterTorso=2200.000000,LeftTorso=1600.000000,RightTorso=1600.000000,LeftArm=1200.000000,RightArm=1200.000000,LeftLeg=1600.000000,RightLeg=1600.000000)","(Head=3000.000000,CenterTorso=4400.000000,LeftTorso=3200.000000,RightTorso=3200.000000,LeftArm=2400.000000,RightArm=2400.000000,LeftLeg=3200.000000,RightLeg=3200.000000)"
FS9-K,"(Head=1500.000000,CenterTorso=2200.000000,LeftTorso=1600.000000,RightTorso=1600.000000,LeftArm=1200.000000,RightArm=1200.000000,LeftLeg=1600.000000,RightLeg=1600.000000)","(Head=3000.000000,CenterTorso=4400.000000,LeftTorso=3200.000000,RightTorso=3200.000000,LeftArm=2400.000000,RightArm=2400.000000,LeftLeg=3200.000000,RightLeg=3200.000000)"
FS9-M,"(Head=1500.000000,CenterTorso=2200.000000,LeftTorso=1600.000000,RightTorso=1600.000000,LeftArm=1200.000000,RightArm=1200.000000,LeftLeg=1600.000000,RightLeg=1600.000000)","(Head=3000.000000,CenterTorso=4400.000000,LeftTorso=3200.000000,RightTorso=3200.000000,LeftArm=2400.000000,RightArm=2400.000000,LeftLeg=3200.000000,RightLeg=3200.000000)"
FS9-S,"(Head=1500.000000,CenterTorso=2200.000000,LeftTorso=1600.000000,RightTorso=1600.000000,LeftArm=1200.000000,RightArm=1200.000000,LeftLeg=1600.000000,RightLeg=1600.000000)","(Head=3000.000000,CenterTorso=4400.000000,LeftTorso=3200.000000,RightTorso=3200.000000,LeftArm=2400.000000,RightArm=2400.000000,LeftLeg=3200.000000,RightLeg=3200.000000)"
FS9-S1,"(Head=1500.000000,CenterTorso=2200.000000,LeftTorso=1600.000000,RightTorso=1600.000000,LeftArm=1200.000000,RightArm=1200.000000,LeftLeg=1600.000000,RightLeg=1600.000000)","(Head=3000.000000,CenterTorso=4400.000000,LeftTorso=3200.000000,RightTorso=3200.000000,LeftArm=2400.000000,RightArm=2400.000000,LeftLeg=3200.000000,RightLeg=3200.000000)"
FS9-X1,"(Head=1500.000000,CenterTorso=2200.000000,LeftTorso=1600.000000,RightTorso=1600.000000,LeftArm=1200.000000,RightArm=1200.000000,LeftLeg=1600.000000,RightLeg=1600.000000)","(Head=3000.000000,CenterTorso=4400.000000,LeftTorso=3200.000000,RightTorso=3200.000000,LeftArm=2400.000000,RightArm=2400.000000,LeftLeg=3200.000000,RightLeg=3200.000000)"
GHR-4P,"(Head=1500.000000,CenterTorso=4400.000000,LeftTorso=3000.000000,RightTorso=3000.000000,LeftArm=2200.000000,RightArm=2200.000000,LeftLeg=3000.000000,RightLeg=3000.000000)","(Head=3000.000000,CenterTorso=8800.000000,LeftTorso=6000.000000,RightTorso=6000.000000,LeftArm=4400.000000,RightArm=4400.000000,LeftLeg=6000.000000,RightLeg=6000.000000)"
GHR-5H,"(Head=1500.000000,CenterTorso=4400.000000,LeftTorso=3000.000000,RightTorso=3000.000000,LeftArm=2200.000000,RightArm=2200.000000,LeftLeg=3000.000000,RightLeg=3000.000000)","(Head=3000.000000,CenterTorso=8800.000000,LeftTorso=6000.000000,RightTorso=6000.000000,LeftArm=4400.000000,RightArm=4400.000000,LeftLeg=6000.000000,RightLeg=6000.000000)"
GHR-5J,"(Head=1500.000000,CenterTorso=4400.000000,LeftTorso=3000.000000,RightTorso=3000.000000,LeftArm=2200.000000,RightArm=2200.000000,LeftLeg=3000.000000,RightLeg=3000.000000)","(Head=3000.000000,CenterTorso=8800.000000,LeftTorso=6000.000000,RightTorso=6000.000000,LeftArm=4400.000000,RightArm=4400.000000,LeftLeg=6000.000000,RightLeg=6000.000000)"
GHR-5M,"(Head=1500.000000,CenterTorso=4400.000000,LeftTorso=3000.000000,RightTorso=3000.000000,LeftArm=2200.000000,RightArm=2200.000000,LeftLeg=3000.000000,RightLeg=3000.000000)","(Head=3000.000000,CenterTorso=8800.000000,LeftTorso=6000.000000,RightTorso=6000.000000,LeftArm=4400.000000,RightArm=4400.000000,LeftLeg=6000.000000,RightLeg=6000.000000)"
GHR-5N,"(Head=1500.000000,CenterTorso=4400.000000,LeftTorso=3000.000000,RightTorso=3000.000000,LeftArm=2200.000000,RightArm=2200.000000,LeftLeg=3000.000000,RightLeg=3000.000000)","(Head=3000.000000,CenterTorso=8800.000000,LeftTorso=6000.000000,RightTorso=6000.000000,LeftArm=4400.000000,RightArm=4400.000000,LeftLeg=6000.000000,RightLeg=6000.000000)"
GHR-5P,"(Head=1500.000000,CenterTorso=4400.000000,LeftTorso=3000.000000,RightTorso=3000.000000,LeftArm=2200.000000,RightArm=2200.000000,LeftLeg=3000.000000,RightLeg=3000.000000)","(Head=3000.000000,CenterTorso=8800.000000,LeftTorso=6000.000000,RightTorso=6000.000000,LeftArm=4400.000000,RightArm=4400.000000,LeftLeg=6000.000000,RightLeg=6000.000000)"
GHR-MJ,"(Head=1500.000000,CenterTorso=4400.000000,LeftTorso=3000.000000,RightTorso=3000.000000,LeftArm=2200.000000,RightArm=2200.000000,LeftLeg=3000.000000,RightLeg=3000.000000)","(Head=3000.000000,CenterTorso=8800.000000,LeftTorso=6000.000000,RightTorso=6000.000000,LeftArm=4400.000000,RightArm=4400.000000,LeftLeg=6000.000000,RightLeg=6000.000000)"
GRF-1E,"(Head=1500.000000,CenterTorso=3600.000000,LeftTorso=2600.000000,RightTorso=2600.000000,LeftArm=1800.000000,RightArm=1800.000000,LeftLeg=2600.000000,RightLeg=2600.000000)","(Head=3000.000000,CenterTorso=7200.000000,LeftTorso=5200.000000,RightTorso=5200.000000,LeftArm=3600.000000,RightArm=3600.000000,LeftLeg=5200.000000,RightLeg=5200.000000)"
GRF-1N,"(Head=1500.000000,CenterTorso=3600.000000,LeftTorso=2600.000000,RightTorso=2600.000000,LeftArm=1800.000000,RightArm=1800.000000,LeftLeg=2600.000000,RightLeg=2600.000000)","(Head=3000.000000,CenterTorso=7200.000000,LeftTorso=5200.000000,RightTorso=5200.000000,LeftArm=3600.000000,RightArm=3600.000000,LeftLeg=5200.000000,RightLeg=5200.000000)"
GRF-1P,"(Head=1500.000000,CenterTorso=3600.000000,LeftTorso=2600.000000,RightTorso=2600.000000,LeftArm=1800.000000,RightArm=1800.000000,LeftLeg=2600.000000,RightLeg=2600.000000)","(Head=3000.000000,CenterTorso=7200.000000,LeftTorso=5200.000000,RightTorso=5200.000000,LeftArm=3600.000000,RightArm=3600.000000,LeftLeg=5200.000000,RightLeg=5200.000000)"
GRF-1S,"(Head=1500.000000,CenterTorso=3600.000000,LeftTorso=2600.000000,RightTorso=2600.000000,LeftArm=1800.000000,RightArm=1800.000000,LeftLeg=2600.000000,RightLeg=2600.000000)","(Head=3000.000000,CenterTorso=7200.000000,LeftTorso=5200.000000,RightTorso=5200.000000,LeftArm=3600.000000,RightArm=3600.000000,LeftLeg=5200.000000,RightLeg=5200.000000)"
GRF-2N,"(Head=1500.000000,CenterTorso=3600.000000,LeftTorso=2600.000000,RightTorso=2600.000000,LeftArm=1800.000000,RightArm=1800.000000,LeftLeg=2600.000000,RightLeg=2600.000000)","(Head=3000.000000,CenterTorso=7200.000000,LeftTorso=5200.000000,RightTorso=5200.000000,LeftArm=3600.000000,RightArm=3600.000000,LeftLeg=5200.000000,RightLeg=5200.000000)"
GRF-3M,"(Head=1500.000000,CenterTorso=3600.000000,LeftTorso=2600.000000,RightTorso=2600.000000,LeftArm=1800.000000,RightArm=1800.000000,LeftLeg=2600.000000,RightLeg=2600.000000)","(Head=3000.000000,CenterTorso=7200.000000,LeftTorso=5200.000000,RightTorso=5200.000000,LeftArm=3600.000000,RightArm=3600.000000,LeftLeg=5200.000000,RightLeg=5200.000000)"
GRF-AR,"(Head=1500.000000,CenterTorso=3600.000000,LeftTorso=2600.000000,RightTorso=2600.000000,LeftArm=1800.000000,RightArm=1800.000000,LeftLeg=2600.000000,RightLeg=2600.000000)","(Head=3000.000000,CenterTorso=7200.000000,LeftTorso=5200.000000,RightTorso=5200.000000,LeftArm=3600.000000,RightArm=3600.000000,LeftLeg=5200.000000,RightLeg=5200.000000)"
HBK-4G,"(Head=1500.000000,CenterTorso=3200.000000,LeftTorso=2400.000000,RightTorso=2400.000000,LeftArm=1600.000000,RightArm=1600.000000,LeftLeg=2400.000000,RightLeg=2400.000000)","(Head=3000.000000,CenterTorso=6400.000000,LeftTorso=4800.000000,RightTorso=4800.000000,LeftArm=3200.000000,RightArm=3200.000000,LeftLeg=4800.000000,RightLeg=4800.000000)"
HBK-4H,"(Head=1500.000000,CenterTorso=3200.000000,LeftTorso=2400.000000,RightTorso=2400.000000,LeftArm=1600.000000,RightArm=1600.000000,LeftLeg=2400.000000,RightLeg=2400.000000)","(Head=3000.000000,CenterTorso=6400.000000,LeftTorso=4800.000000,RightTorso=4800.000000,LeftArm=3200.000000,RightArm=3200.000000,LeftLeg=4800.000000,RightLeg=4800.000000)"
HBK-4HP,"(Head=1500.000000,CenterTorso=3200.000000,LeftTorso=2400.000000,RightTorso=2400.000000,LeftArm=1600.000000,RightArm=1600.000000,LeftLeg=2400.000000,RightLeg=2400.000000)","(Head=3000.000000,CenterTorso=6400.000000,LeftTorso=4800.000000,RightTorso=4800.000000,LeftArm=3200.000000,RightArm=3200.000000,LeftLeg=4800.000000,RightLeg=4800.000000)"
HBK-4J,"(Head=1500.000000,CenterTorso=3200.000000,LeftTorso=2400.000000,RightTorso=2400.000000,LeftArm=1600.000000,RightArm=1600.000000,LeftLeg=2400.000000,RightLeg=2400.000000)","(Head=3000.000000,CenterTorso=6400.000000,LeftTorso=4800.000000,RightTorso=4800.000000,LeftArm=3200.000000,RightArm=3200.000000,LeftLeg=4800.000000,RightLeg=4800.000000)"
HBK-4P,"(Head=1500.000000,CenterTorso=3200.000000,LeftTorso=2400.000000,RightTorso=2400.000000,LeftArm=1600.000000,RightArm=1600.000000,LeftLeg=2400.000000,RightLeg=2400.000000)","(Head=3000.000000,CenterTorso=6400.000000,LeftTorso=4800.000000,RightTorso=4800.000000,LeftArm=3200.000000,RightArm=3200.000000,LeftLeg=4800.000000,RightLeg=4800.000000)"
HBK-4SP,"(Head=1500.000000,CenterTorso=3200.000000,LeftTorso=2400.000000,RightTorso=2400.000000,LeftArm=1600.000000,RightArm=1600.000000,LeftLeg=2400.000000,RightLeg=2400.000000)","(Head=3000.000000,CenterTorso=6400.000000,LeftTorso=4800.000000,RightTorso=4800.000000,LeftArm=3200.000000,RightArm=3200.000000,LeftLeg=4800.000000,RightLeg=4800.000000)"
HBK-GI,"(Head=1500.000000,CenterTorso=3200.000000,LeftTorso=2400.000000,RightTorso=2400.000000,LeftArm=1600.000000,RightArm=1600.000000,LeftLeg=2400.000000,RightLeg=2400.000000)","(Head=3000.000000,CenterTorso=6400.000000,LeftTorso=4800.000000,RightTorso=4800.000000,LeftArm=3200.000000,RightArm=3200.000000,LeftLeg=4800.000000,RightLeg=4800.000000)"
HCT-3F,"(Head=1500.000000,CenterTorso=2800.000000,LeftTorso=2200.000000,RightTorso=2200.000000,LeftArm=1400.000000,RightArm=1400.000000,LeftLeg=2200.000000,RightLeg=2200.000000)","(Head=3000.000000,CenterTorso=5600.000000,LeftTorso=4400.000000,RightTorso=4400.000000,LeftArm=2800.000000,RightArm=2800.000000,LeftLeg=4400.000000,RightLeg=4400.000000)"
HCT-5S,"(Head=1500.000000,CenterTorso=2800.000000,LeftTorso=2200.000000,RightTorso=2200.000000,LeftArm=1400.000000,RightArm=1400.000000,LeftLeg=2200.000000,RightLeg=2200.000000)","(Head=3000.000000,CenterTorso=5600.000000,LeftTorso=4400.000000,RightTorso=4400.000000,LeftArm=2800.000000,RightArm=2800.000000,LeftLeg=4400.000000,RightLeg=4400.000000)"
HCT-MA,"(Head=1500.000000,CenterTorso=2800.000000,LeftTorso=2200.000000,RightTorso=2200.000000,LeftArm=1400.000000,RightArm=1400.000000,LeftLeg=2200.000000,RightLeg=2200.000000)","(Head=3000.000000,CenterTorso=5600.000000,LeftTorso=4400.000000,RightTorso=4400.000000,LeftArm=2800.000000,RightArm=2800.000000,LeftLeg=4400.000000,RightLeg=4400.000000)"
HGN-732,"(Head=1500.000000,CenterTorso=5800.000000,LeftTorso=3800.000000,RightTorso=3800.000000,LeftArm=3000.000000,RightArm=3000.000000,LeftLeg=3800.000000,RightLeg=3800.000000)","(Head=3000.000000,CenterTorso=11600.000000,LeftTorso=7600.000000,RightTorso=7600.000000,LeftArm=6000.000000,RightArm=6000.000000,LeftLeg=7600.000000,RightLeg=7600.000000)"
HGN-732B,"(Head=1500.000000,CenterTorso=5800.000000,LeftTorso=3800.000000,RightTorso=3800.000000,LeftArm=3000.000000,RightArm=3000.000000,LeftLeg=3800.000000,RightLeg=3800.000000)","(Head=3000.000000,CenterTorso=11600.000000,LeftTorso=7600.000000,RightTorso=7600.000000,LeftArm=6000.000000,RightArm=6000.000000,LeftLeg=7600.000000,RightLeg=7600.000000)"
HGN-733,"(Head=1500.000000,CenterTorso=5800.000000,LeftTorso=3800.000000,RightTorso=3800.000000,LeftArm=3000.000000,RightArm=3000.000000,LeftLeg=3800.000000,RightLeg=3800.000000)","(Head=3000.000000,CenterTorso=11600.000000,LeftTorso=7600.000000,RightTorso=7600.000000,LeftArm=6000.000000,RightArm=6000.000000,LeftLeg=7600.000000,RightLeg=7600.000000)"
HGN-733C,"(Head=1500.000000,CenterTorso=5800.000000,LeftTorso=3800.000000,RightTorso=3800.000000,LeftArm=3000.000000,RightArm=3000.000000,LeftLeg=3800.000000,RightLeg=3800.000000)","(Head=3000.000000,CenterTorso=11600.000000,LeftTorso=7600.000000,RightTorso=7600.000000,LeftArm=6000.000000,RightArm=6000.000000,LeftLeg=7600.000000,RightLeg=7600.000000)"
HGN-733P,"(Head=1500.000000,CenterTorso=5800.000000,LeftTorso=3800.000000,RightTorso=3800.000000,LeftArm=3000.000000,RightArm=3000.000000,LeftLeg=3800.000000,RightLeg=3800.000000)","(Head=3000.000000,CenterTorso=11600.000000,LeftTorso=7600.000000,RightTorso=7600.000000,LeftArm=6000.000000,RightArm=6000.000000,LeftLeg=7600.000000,RightLeg=7600.000000)"
HGN-733PP,"(Head=1500.000000,CenterTorso=5800.000000,LeftTorso=3800.000000,RightTorso=3800.000000,LeftArm=3000.000000,RightArm=3000.000000,LeftLeg=3800.000000,RightLeg=3800.000000)","(Head=3000.000000,CenterTorso=11600.000000,LeftTorso=7600.000000,RightTorso=7600.000000,LeftArm=6000.000000,RightArm=6000.000000,LeftLeg=7600.000000,RightLeg=7600.000000)"
HGN-HM,"(Head=1500.000000,CenterTorso=5800.000000,LeftTorso=3800.000000,RightTorso=3800.000000,LeftArm=3000.000000,RightArm=3000.000000,LeftLeg=3800.000000,RightLeg=3800.000000)","(Head=3000.000000,CenterTorso=11600.000000,LeftTorso=7600.000000,RightTorso=7600.000000,LeftArm=6000.000000,RightArm=6000.000000,LeftLeg=7600.000000,RightLeg=7600.000000)"
HGN-RS,"(Head=1500.000000,CenterTorso=5800.000000,LeftTorso=3800.000000,RightTorso=3800.000000,LeftArm=3000.000000,RightArm=3000.000000,LeftLeg=3800.000000,RightLeg=3800.000000)","(Head=3000.000000,CenterTorso=11600.000000,LeftTorso=7600.000000,RightTorso=7600.000000,LeftArm=6000.000000,RightArm=6000.000000,LeftLeg=7600.000000,RightLeg=7600.000000)"
HGN-VEST,"(Head=1500.000000,CenterTorso=5800.000000,LeftTorso=3800.000000,RightTorso=3800.000000,LeftArm=3000.000000,RightArm=3000.000000,LeftLeg=3800.000000,RightLeg=3800.000000)","(Head=3000.000000,CenterTorso=11600.000000,LeftTorso=7600.000000,RightTorso=7600.000000,LeftArm=6000.000000,RightArm=6000.000000,LeftLeg=7600.000000,RightLeg=7600.000000)"
HTM-26P,"(Head=1500.000000,CenterTorso=5000.000000,LeftTorso=3400.000000,RightTorso=3400.000000,LeftArm=2600.000000,RightArm=2600.000000,LeftLeg=3400.000000,RightLeg=3400.000000)","(Head=3000.000000,CenterTorso=10000.000000,LeftTorso=6800.000000,RightTorso=6800.000000,LeftArm=5200.000000,RightArm=5200.000000,LeftLeg=6800.000000,RightLeg=6800.000000)"
HTM-26T-S,"(Head=1500.000000,CenterTorso=5000.000000,LeftTorso=3400.000000,RightTorso=3400.000000,LeftArm=2600.000000,RightArm=2600.000000,LeftLeg=3400.000000,RightLeg=3400.000000)","(Head=3000.000000,CenterTorso=10000.000000,LeftTorso=6800.000000,RightTorso=6800.000000,LeftArm=5200.000000,RightArm=5200.000000,LeftLeg=6800.000000,RightLeg=6800.000000)"
HTM-26T,"(Head=1500.000000,CenterTorso=5000.000000,LeftTorso=3400.000000,RightTorso=3400.000000,LeftArm=2600.000000,RightArm=2600.000000,LeftLeg=3400.000000,RightLeg=3400.000000)","(Head=3000.000000,CenterTorso=10000.000000,LeftTorso=6800.000000,RightTorso=6800.000000,LeftArm=5200.000000,RightArm=5200.000000,LeftLeg=6800.000000,RightLeg=6800.000000)"
HTM-27T,"(Head=1500.000000,CenterTorso=5000.000000,LeftTorso=3400.000000,RightTorso=3400.000000,LeftArm=2600.000000,RightArm=2600.000000,LeftLeg=3400.000000,RightLeg=3400.000000)","(Head=3000.000000,CenterTorso=10000.000000,LeftTorso=6800.000000,RightTorso=6800.000000,LeftArm=5200.000000,RightArm=5200.000000,LeftLeg=6800.000000,RightLeg=6800.000000)"
HTM-27W,"(Head=1500.000000,CenterTorso=5000.000000,LeftTorso=3400.000000,RightTorso=3400.000000,LeftArm=2600.000000,RightArm=2600.000000,LeftLeg=3400.000000,RightLeg=3400.000000)","(Head=3000.000000,CenterTorso=10000.000000,LeftTorso=6800.000000,RightTorso=6800.000000,LeftArm=5200.000000,RightArm=5200.000000,LeftLeg=6800.000000,RightLeg=6800.000000)"
HTM-ON,"(Head=1500.000000,CenterTorso=5000.000000,LeftTorso=3400.000000,RightTorso=3400.000000,LeftArm=2600.000000,RightArm=2600.000000,LeftLeg=3400.000000,RightLeg=3400.000000)","(Head=3000.000000,CenterTorso=10000.000000,LeftTorso=6800.000000,RightTorso=6800.000000,LeftArm=5200.000000,RightArm=5200.000000,LeftLeg=6800.000000,RightLeg=6800.000000)"
JM6-A,"(Head=1500.000000,CenterTorso=4400.000000,LeftTorso=3300.000000,RightTorso=3300.000000,LeftArm=1600.000000,RightArm=1600.000000,LeftLeg=3000.000000,RightLeg=3000.000000)","(Head=3000.000000,CenterTorso=8800.000000,LeftTorso=6600.000000,RightTorso=6600.000000,LeftArm=3200.000000,RightArm=3200.000000,LeftLeg=6000.000000,RightLeg=6000.000000)"
JM6-DD,"(Head=1500.000000,CenterTorso=4400.000000,LeftTorso=3300.000000,RightTorso=3300.000000,LeftArm=1600.000000,RightArm=1600.000000,LeftLeg=3000.000000,RightLeg=3000.000000)","(Head=3000.000000,CenterTorso=8800.000000,LeftTorso=6600.000000,RightTorso=6600.000000,LeftArm=3200.000000,RightArm=3200.000000,LeftLeg=6000.000000,RightLeg=6000.000000)"
JM6-FB,"(Head=1500.000000,CenterTorso=4400.000000,LeftTorso=3300.000000,RightTorso=3300.000000,LeftArm=1600.000000,RightArm=1600.000000,LeftLeg=3000.000000,RightLeg=3000.000000)","(Head=3000.000000,CenterTorso=8800.000000,LeftTorso=6600.000000,RightTorso=6600.000000,LeftArm=3200.000000,RightArm=3200.000000,LeftLeg=6000.000000,RightLeg=6000.000000)"
JM6-S,"(Head=1500.000000,CenterTorso=4400.000000,LeftTorso=3300.000000,RightTorso=3300.000000,LeftArm=1600.000000,RightArm=1600.000000,LeftLeg=3000.000000,RightLeg=3000.000000)","(Head=3000.000000,CenterTorso=8800.000000,LeftTorso=6600.000000,RightTorso=6600.000000,LeftArm=3200.000000,RightArm=3200.000000,LeftLeg=6000.000000,RightLeg=6000.000000)"
JR7-D,"(Head=1500.000000,CenterTorso=2600.000000,LeftTorso=1900.000000,RightTorso=1900.000000,LeftArm=700.000000,RightArm=700.000000,LeftLeg=1600.000000,RightLeg=1600.000000)","(Head=3000.000000,CenterTorso=5200.000000,LeftTorso=3800.000000,RightTorso=3800.000000,LeftArm=1400.000000,RightArm=1400.000000,LeftLeg=3200.000000,RightLeg=3200.000000)"
JR7-F,"(Head=1500.000000,CenterTorso=2600.000000,LeftTorso=1900.000000,RightTorso=1900.000000,LeftArm=700.000000,RightArm=700.000000,LeftLeg=1600.000000,RightLeg=1600.000000)","(Head=3000.000000,CenterTorso=5200.000000,LeftTorso=3800.000000,RightTorso=3800.000000,LeftArm=1400.000000,RightArm=1400.000000,LeftLeg=3200.000000,RightLeg=3200.000000)"
JR7-K,"(Head=1500.000000,CenterTorso=2600.000000,LeftTorso=1900.000000,RightTorso=1900.000000,LeftArm=700.000000,RightArm=700.000000,LeftLeg=1600.000000,RightLeg=1600.000000)","(Head=3000.000000,CenterTorso=5200.000000,LeftTorso=3800.000000,RightTorso=3800.000000,LeftArm=1400.000000,RightArm=1400.000000,LeftLeg=3200.000000,RightLeg=3200.000000)"
JR7-O,"(Head=1500.000000,CenterTorso=2600.000000,LeftTorso=1900.000000,RightTorso=1900.000000,LeftArm=700.000000,RightArm=700.000000,LeftLeg=1600.000000,RightLeg=1600.000000)","(Head=3000.000000,CenterTorso=5200.000000,LeftTorso=3800.000000,RightTorso=3800.000000,LeftArm=1400.000000,RightArm=1400.000000,LeftLeg=3200.000000,RightLeg=3200.000000)"
JR7-P,"(Head=1500.000000,CenterTorso=2600.000000,LeftTorso=1900.000000,RightTorso=1900.000000,LeftArm=700.000000,RightArm=700.000000,LeftLeg=1600.000000,RightLeg=1600.000000)","(Head=3000.000000,CenterTorso=5200.000000,LeftTorso=3800.000000,RightTorso=3800.000000,LeftArm=1400.000000,RightArm=1400.000000,LeftLeg=3200.000000,RightLeg=3200.000000)"
JVN-10F,"(Head=1500.000000,CenterTorso=2000.000000,LeftTorso=1400.000000,RightTorso=1400.000000,LeftArm=1000.000000,RightArm=1000.000000,LeftLeg=1400.000000,RightLeg=1400.000000)","(Head=3000.000000,CenterTorso=4000.000000,LeftTorso=2800.000000,RightTorso=2800.000000,LeftArm=2000.000000,RightArm=2000.000000,LeftLeg=2800.000000,RightLeg=2800.000000)"
JVN-10N,"(Head=1500.000000,CenterTorso=2000.000000,LeftTorso=1400.000000,RightTorso=1400.000000,LeftArm=1000.000000,RightArm=1000.000000,LeftLeg=1400.000000,RightLeg=1400.000000)","(Head=3000.000000,CenterTorso=4000.000000,LeftTorso=2800.000000,RightTorso=2800.000000,LeftArm=2000.000000,RightArm=2000.000000,LeftLeg=2800.000000,RightLeg=2800.000000)"
JVN-10P,"(Head=1500.000000,CenterTorso=2000.000000,LeftTorso=1400.000000,RightTorso=1400.000000,LeftArm=1000.000000,RightArm=1000.000000,LeftLeg=1400.000000,RightLeg=1400.000000)","(Head=3000.000000,CenterTorso=4000.000000,LeftTorso=2800.000000,RightTorso=2800.000000,LeftArm=2000.000000,RightArm=2000.000000,LeftLeg=2800.000000,RightLeg=2800.000000)"
